NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0045811,P0-M-MH45811,449047.944,2567487.354,main,junction,79.7,E0045505,E0045069,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0041089,P0-M-MH41089,450278.533,2567506.826,main,junction,79.73,E0041235,E0040347,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020992,P0-L-MH20992,452498.936,2574808.398,lateral,junction,79.73,E0022184,E0020250,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025006,P0-SM-MH25006,450780.073,2567163.281,sub main,junction,79.74,E0026062,E0024264,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016922,P0-M-MH16922,474628.922,2574749.696,main,junction,79.82,E0017813,E0016180,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031831,P0-M-MH31831,462507.272,2579707.363,main,junction,79.83,E0032735,E0031089,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019305,P0-M-MH19305,434719.602,2574483.375,main,chamber,79.85,E0018562,E0018563,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0024332,P0-L-MH24332,463764.976,2575995.379,lateral,junction,79.89,E0025266,E0023590,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039672,P0-L-MH39672,461984.935,2575964.365,lateral,junction,79.89,E0040007,E0038930,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039388,P0-M-MH39388,459274.079,2576112.968,main,junction,79.89,E0039831,E0038646,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000738,P0-M-MH0738,447766.964,2571180.479,main,junction,79.89,E0005854,E0000673,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0012115,P0-L-MH12115,445197.66,2562986.607,lateral,junction,79.89,E0013184,E0011373,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0014022,P0-L-MH14022,453191.787,2566945.469,lateral,chamber,79.97,E0013279,E0013280,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028420,P0-L-MH28420,448355.605,2570666.013,lateral,junction,80.02,E0029222,E0027678,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025609,P0-M-MH25609,453847.334,2573448.232,main,junction,80.03,E0026734,E0024867,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035875,P0-L-MH35875,447979.617,2568838.965,lateral,chamber,80.03,E0035132,E0035133,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018011,P0-L-MH18011,449006.618,2571293.249,lateral,junction,80.05,E0018890,E0017269,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0049511,P0-SM-MH49511,442683.797,2569451.696,sub main,junction,80.05,E0048864,E0048769,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031854,P0-TM-MH31854,460774.671,2578407.297,trunk main,junction,80.07,E0032769,E0031112,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006219,P0-SM-MH6219,443632.207,2568102.57,sub main,junction,80.09,E0008130,E0005477,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030273,P0-TM-MH30273,467725.746,2575925.378,trunk main,junction,80.11,E0031240,E0029531,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0029278,P0-M-MH29278,448452.325,2569504.683,main,junction,80.12,E0030123,E0028536,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017446,P0-SM-MH17446,459483.743,2569516.85,sub main,junction,80.12,E0018244,E0016704,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0002490,P0-M-MH2490,453823.513,2566881.15,main,chamber,80.13,E0002234,E0002235,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018577,P0-M-MH18577,460854.434,2578775.41,main,chamber,80.15,E0017834,E0017835,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045656,P0-L-MH45656,455124.626,2576306.282,lateral,junction,80.15,E0045327,E0044914,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010632,P0-L-MH10632,465965.843,2565538.968,lateral,junction,80.16,E0011416,E0009890,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010400,P0-L-MH10400,450248.986,2569244.087,lateral,junction,80.16,E0011294,E0009658,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0020930,P0-M-MH20930,452552.53,2573412.041,main,junction,80.19,E0022125,E0020188,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031982,P0-M-MH31982,467728.905,2575932.862,main,chamber,80.25,E0031239,E0031240,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023412,P0-TM-MH23412,453001.48,2573432.709,trunk main,junction,80.25,E0024546,E0022670,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028185,P0-L-MH28185,452047.968,2574908.57,lateral,junction,80.28,E0028979,E0027443,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010401,P0-M-MH10401,450269.808,2569320.149,main,junction,80.31,E0011257,E0009659,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0018599,P0-L-MH18599,445729.307,2563233.665,lateral,chamber,80.35,E0017856,E0017857,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015600,P0-L-MH15600,449952.655,2568135.555,lateral,chamber,80.37,E0014857,E0014858,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011861,P0-SM-MH11861,455130.868,2567786.972,sub main,junction,80.37,E0013022,E0011119,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039030,P0-M-MH39030,447897.157,2566990.566,main,junction,80.38,E0039459,E0038288,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036511,P0-SM-MH36511,447617.73,2566100.612,sub main,junction,80.38,E0037098,E0035769,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0001013,P0-M-MH1013,474128.75,2572719.266,main,junction,80.44,E0006117,E0000928,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042934,P0-L-MH42934,450316.597,2569139.991,lateral,chamber,80.44,E0042842,E0042192,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042163,P0-M-MH42163,465939.026,2577598.228,main,junction,80.45,E0042179,E0041421,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010208,P0-TM-MH10208,455223.3,2567702.903,trunk main,junction,80.51,E0011121,E0009466,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023214,P0-L-MH23214,450450.827,2566394.435,lateral,junction,80.52,E0024275,E0022472,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040484,P0-L-MH40484,459916.586,2576983.307,lateral,chamber,80.53,E0039741,E0039742,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0028671,P0-TM-MH28671,467528.274,2576050.662,trunk main,junction,80.54,E0029675,E0027929,3,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010329,P0-M-MH10329,462964.682,2578597.494,main,chamber,80.56,E0011141,E0009587,1,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0033273,P0-SM-MH33273,451930.015,2566630.074,sub main,junction,80.57,E0034100,E0032531,2,below the project's stated 85 deg deviation,purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
