Plot,Connection,Chamber,Served by,Status,Properties,Qadf (m3/d),Length (m),Gradient (%),Cover (m),Package
1114321,C0009179,N0036200,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.064569,1.0,0.6,P428
1114320,C0009180,N0036200,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.988662,1.0,0.6,P428
1114322,C0009181,N0036200,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,27.012268,1.0,0.6,P428
1114327,C0009182,N0033969,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.208568,1.0,0.6,P428
1114334,C0009183,N0032424,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,31.004743,1.0,0.6,P432
1114338,C0009184,N0033480,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,27.375261,1.0,0.6,P412
1114340,C0009185,N0033479,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.683351,1.0,0.6,P412
1114342,C0009186,N0033970,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,12.86516,1.0,0.6,P412
1118465,C0009187,N0032412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.248696,1.0,0.6,P432
1114344,C0009188,N0032412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.533162,1.0,0.6,P432
1114343,C0009189,N0032412,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.231017,1.0,0.6,P432
1118464,C0009190,N0032410,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.390141,1.0,0.6,P432
1114345,C0009191,N0032410,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.866118,1.0,0.6,P432
1118886,C0009192,N0032963,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.24636,1.0,0.6,P432
1114346,C0009193,N0032963,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,40.247126,1.0,0.6,P432
1114349,C0009194,N0032420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.460239,1.0,0.6,P432
1114348,C0009195,N0032420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.675387,1.0,0.6,P432
1114347,C0009196,N0032420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.54006,1.0,0.6,P432
1118463,C0009197,N0032420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.676546,1.0,0.6,P432
1114351,C0009198,N0032411,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.7266,1.0,0.6,P432
1114352,C0009199,N0035369,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,16.313021,1.0,0.6,P412
1118782,C0009200,N0033988,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.460858,1.0,0.6,P428
1114355,C0009201,N0033988,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,24.418318,1.0,0.6,P428
1118760,C0009202,N0033497,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.141341,1.0,0.6,P428
1114364,C0009203,N0033497,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,18.181645,1.0,0.6,P428
1114363,C0009204,N0033497,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,33.185216,1.0,0.6,P428
1118761,C0009205,N0033497,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.784196,1.0,0.6,P428
1118443,C0009206,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,17.305271,1.0,0.6,P428
1114367,C0009207,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.489832,1.0,0.6,P428
1114365,C0009208,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,39.636052,1.0,0.6,P428
1118448,C0009209,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.755006,1.0,0.6,P428
1114368,C0009210,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.605009,1.0,0.6,P428
1114366,C0009211,N0033487,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.695028,1.0,0.6,P428
1114369,C0009212,N0033488,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.335558,1.0,0.6,P428
1114371,C0009213,N0033488,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,13.324418,1.0,0.6,P428
1114370,C0009214,N0033488,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.771274,1.0,0.6,P428
1114373,C0009215,N0033500,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.532712,1.0,0.6,P428
1114372,C0009216,N0033500,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,28.533,1.0,0.6,P428
1114389,C0009217,N0033525,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,11.226785,1.0,0.6,P428
1114376,C0009218,N0033525,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,16.84055,1.0,0.6,P428
1114384,C0009219,N0033527,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,12.088152,1.0,0.6,P428
1114377,C0009220,N0033527,central,"assigned; the plot stands AT the chamber - the stub-out is the chamber's own plugged port (G203-p19 3.4), not a length of pipe, and the 1.59 m drawn is the boundary-to-carrier spur; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,1.588033,1.0,0.6,P428
1118447,C0009221,N0033489,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.576574,1.0,0.6,P428
1114378,C0009222,N0033489,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,6.152718,1.0,0.6,P428
1118441,C0009223,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,31.323705,1.0,0.6,P428
1114385,C0009224,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,21.877971,1.0,0.6,P428
1114383,C0009225,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,11.657455,1.0,0.6,P428
1114388,C0009226,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,26.565907,1.0,0.6,P428
1114387,C0009227,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,19.738407,1.0,0.6,P428
1114386,C0009228,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,19.342873,1.0,0.6,P428
1118444,C0009229,N0033526,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,23.523877,1.0,0.6,P428
1114401,C0009230,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.352869,1.0,0.6,P428
1114400,C0009231,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.160716,1.0,0.6,P428
1114431,C0009232,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,4.647347,1.0,0.6,P428
1114403,C0009233,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,25.719959,1.0,0.6,P428
1114402,C0009234,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.336115,1.0,0.6,P428
1114433,C0009235,N0036191,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",4.434,2.498736,34.664656,1.0,0.6,P428
1114429,C0009236,N0036192,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,33.212796,1.0,0.6,P428
1114405,C0009237,N0036192,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.844462,1.0,0.6,P428
1114404,C0009238,N0036192,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.726878,1.0,0.6,P428
